Entity,Entity Type,Count,Mapped Entity,Similarity
posterior aspect of the right frontal lobe,anatomy,12,Posterior part of right superior frontal gyrus,0.8992635403858885
infarcted brain,anatomy,12,Cavity of brain,0.5550002469027859
other sinuses,anatomy,12,Paranasal sinus,0.8496618363208981
right frontal parietal scalp,anatomy,12,Right parietal zone of scalp,0.8747846426400957
maxillary sinus walls,anatomy,12,Mucosa of maxillary sinus,0.7722276183295574
superficial scalp,anatomy,12,Scalp,0.9103511248024794
posterior periphery,anatomy,12,Posterior pole of eyeball,0.8232526647204974
left sphenoid sinus air cell,anatomy,12,Left sphenoidal sinus,0.7727498752008917
left frontoparietal calvarium,anatomy,12,Left temporal part of frontal bone,0.7162647954991732
epiglottis,anatomy,12,Epiglottis,0.9970105026918267
cranioplasty,anatomy,12,Skull,0.6016467822263418
left skull base,anatomy,12,Left temporal bone,0.7378141877637147
fossae,anatomy,12,Temporal fossa,0.7004691927122529
left pica territory,anatomy,12,Left supramarginal gyrus,0.5406366424815117
skull base internal carotid arteries,anatomy,12,Internal carotid artery,0.8775593350018264
right posterior frontal cortical,anatomy,12,Posterior part of right superior frontal gyrus,0.8650543901832755
left parieto-occipital lobe,anatomy,12,Left occipital lobe,0.8669844525597721
inferior maxillary antrum,anatomy,12,Maxillary sinus,0.7563145723839564
left lateral cerebellum,anatomy,12,Left hemisphere of cerebellum,0.8751240166515807
deep brain,anatomy,12,Brain,0.8408916692717798
infarct territory,anatomy,12,Decussation,0.5090130129067336
teeth,anatomy,12,Set of teeth,0.9478228484175865
zygomatic,anatomy,12,Zygomatic bone,0.8747599428085715
left posterior vertex,anatomy,12,Left frontal pole,0.6519305021580561
reservoir,anatomy,12,Anatomical compartment space,0.5988363093399135
superior left frontal lobe,anatomy,12,Left frontal lobe,0.9573903616146988
inter hemispheric,anatomy,12,Segment of forebrain,0.6212913159436225
right frontal temporal lobe,anatomy,12,Right temporal lobe,0.924365797259447
high right parietal calvarium,anatomy,12,Right parietal bone,0.6966260182687221
left posterior occipital region,anatomy,12,Left occipital lobe,0.8370920363881662
cerebellar tentorium,anatomy,12,Tentorium cerebelli,0.9494413387423444
left temporal pole,anatomy,12,Left temporal fossa,0.8196613289656466
apex,anatomy,12,Apex of pinna,0.6133376067360954
lateral convexity,anatomy,12,Longitudinal fissure,0.6675433650180077
lateral wall of the left maxillary sinus,anatomy,12,Left maxillary sinus,0.7740357174089613
posterior insula,anatomy,12,Left insula,0.8941495679127016
right frontal vertex,anatomy,12,Right side of frontal bone,0.8105649814832141
right seventh nerve,anatomy,12,Neural network of right cheek,0.6005997549690967
right cerebral hemispheric,anatomy,12,Right cerebral hemisphere,0.8607044112160694
left ethmoidal air cells,anatomy,12,Left anterior ethmoidal cell,0.8854590212334431
right mca branch,anatomy,12,Right insular artery,0.695750592936901
tip of the basilar artery,anatomy,12,Branch of basilar artery,0.8528300513068063
both parietal lobes,anatomy,12,Parietal lobe,0.8666471383946619
right lobe,anatomy,12,Right parietal lobe,0.6517662900572868
distal internal carotid artery,anatomy,12,Internal carotid artery,0.8713750305835668
anterior right sphenoid sinus,anatomy,12,Right sphenoidal sinus,0.9036567985842191
adjacent cortex,anatomy,12,Cerebral cortex,0.7717712697670793
left lentiform,anatomy,12,Left lens,0.8482726073562684
mastoid tips,anatomy,12,Right mastoid process,0.7730366373037911
left cavernous carotid artery,anatomy,12,Cavernous branch of left internal carotid artery,0.9149564544338558
right posterior vertex,anatomy,12,Right side of frontal bone,0.6739645909410628
right side of the forehead,anatomy,12,Right side of frontal bone,0.794466748963934
right posterior communicating artery,anatomy,12,Right posterior communicating artery,0.9976587923483328
left parietooccipital lobe,anatomy,12,Left parietal lobe,0.8235456183756928
coronal suture,anatomy,12,Coronal suture,0.9932383401791534
spinal cord,anatomy,12,Fasciculus of spinal cord,0.7576926758219485
semi circular canals,anatomy,12,Bony labyrinth,0.7005544802880305
left carotid siphon region,anatomy,12,Left carotid siphon,0.8779065846458792
right anterior cerebral artery,anatomy,12,Right anterior cerebral artery,0.9957526883779287
right anterior,anatomy,12,Anterior segment of right eyeball,0.6189048714047085
articulation,anatomy,12,Set of joints of head,0.6111145787661716
intracranial circulation,anatomy,12,Cerebral vein,0.7523663515388925
left eac,anatomy,12,Left ear,0.750928396398833
cervicothoracic junction,anatomy,12,Axial skeletal system,0.5372182307003898
posterior element,anatomy,12,Posterior polar zone of lens,0.6296325488645892
left caudate nucleus head,anatomy,12,Sublentiform nucleus,0.5652102278811018
left cp angle,anatomy,12,Left angle of mandible,0.5678374816851957
right sphenoid sinus region,anatomy,11,Right sphenoidal sinus,0.9556536459543158
right frontal subcortical,anatomy,11,Right frontal lobe,0.8546745030558562
left sphenoid bone,anatomy,11,Sphenoid bone,0.8901248157549289
internal and external capsules,anatomy,11,Capsule of lens,0.8131624660166982
posterior left temporal region,anatomy,11,Left temporal part of head,0.882148684201928
posterior mid right cerebellum,anatomy,11,Right hemisphere of cerebellum,0.8564010125267069
frontal horns of both lateral ventricles,anatomy,11,Frontal horn of left lateral ventricle,0.878007867533532
posterior right convexity,anatomy,11,Right posterior marginal sulcus,0.5575320481258781
vertebral arterial,anatomy,11,Vertebral artery,0.9783066072242761
right anterior scalp,anatomy,11,Right occipital zone of scalp,0.8372697067367656
right to left midline,anatomy,11,Midline region of external nose,0.5595365360450689
lateral recess,anatomy,11,Organ cavity,0.7252244377563526
right frontal lobe region,anatomy,11,Right frontal lobe,0.9645562104448813
right posterior ethmoid sinus,anatomy,11,Right ethmoidal sinus,0.8930708663435957
superior ophthalmic vein,anatomy,11,Superior ophthalmic vein,0.9920852187551943
right side of the face,anatomy,11,Right side of face,0.9755144062890756
right deep gray matter nuclei,anatomy,11,Gray matter of right substantia nigra,0.7385437430702411
left ethmoid region,anatomy,11,Left ethmoidal sinus,0.8952551424834141
medial left cerebellum,anatomy,11,Left hemisphere of cerebellum,0.8257693027119561
infratentorial,anatomy,11,Main nasal cavity,0.8027224119994281
vertebral artery's,anatomy,11,Vertebral artery,0.9746780412527666
right nasal,anatomy,11,Right nasalis,0.9361967098200806
ventricle sulci,anatomy,11,Central sulcus,0.6855321713449798
operative site,anatomy,11,Organ segment,0.6291173424499258
anterior limb of right internal capsule,anatomy,11,Capsule of right lens,0.6519587188050727
anterior left middle cranial fossa,anatomy,11,Left infratemporal fossa,0.7844056013865085
subcortical white matter region,anatomy,11,Segment of white matter of neuraxis,0.8533004769109468
nares,anatomy,11,External naris,0.8187858524581862
pre pontine cistern,anatomy,11,Pontine cistern,0.9249332550124271
posterior right ethmoid sinus air cell,anatomy,11,Right posterior ethmoidal cell,0.8737812886174543
cavernous sinus region,anatomy,11,Cavernous sinus,0.8355560291450865
superior cerebellar vermis,anatomy,11,Vermis of cerebellum,0.8893848671192492
posterior lentiform nucleus,anatomy,11,Sublentiform nucleus,0.8251249221823955
posterior left sylvian fissure,anatomy,11,Posterior cerebellar lobe fissure,0.7889997658277628
aortic arch,anatomy,11,Brachiocephalic artery,0.668700626860241
great vessels,anatomy,11,Systemic arterial trunk,0.6354246944530498
right posterior cerebral artery,anatomy,11,Right posterior cerebral artery,0.9998751545190976
parotid gland,anatomy,11,Parotid gland,0.9984967798259053
scanner,anatomy,11,Lens,0.5216869931240188
venous sinuses,anatomy,11,Circular sinus,0.7931321220043536
endplate,anatomy,11,Cribriform plate,0.5722309769576195
distal basilar artery,anatomy,11,Basilar artery,0.9220225267432905
abdomen,anatomy,11,Organ cluster,0.5543603584511375
mastoid antrum,anatomy,11,Mastoid antrum,0.9971683226766929
right anterior corona radiata,anatomy,11,Iridial part of right retina,0.6187465802545031
left subdural collection,anatomy,11,Subdural space,0.7105187818676721
subjacent right cerebral hemisphere,anatomy,11,Right cerebral hemisphere,0.8420223544767167
lateral left cerebellum,anatomy,11,Left hemisphere of cerebellum,0.8904860103409017
nasal cavities,anatomy,11,Nasal cavity,0.9593727891493451
floor the right maxillary sinus,anatomy,11,Right maxillary sinus,0.7554670821514183
axillary,anatomy,11,Axillary vein,0.7084763666561918
deep white matter capsule,anatomy,11,White matter of metencephalon,0.6874039852183909
left posterior cerebral artery territory,anatomy,11,Zone of posterior cerebral artery,0.8809919112309305
bilateral ethmoid sinus,anatomy,11,Left ethmoidal sinus,0.8971305752405624
icas,anatomy,11,Organ cluster,0.4681416556861089
panventricular,anatomy,11,Third ventricle,0.563713076898832
occipital horn of right lateral ventricle,anatomy,11,Occipital horn of right lateral ventricle,0.9596056362171337
right skullbase,anatomy,11,Right temporal bone,0.8000053598217423
lateral to the right orbit,anatomy,11,Medial wall of right orbit,0.7928797500589394
right orbital roof,anatomy,11,Roof of right orbit,0.9405792522466904
uterus,anatomy,11,Set of organs,0.4454694715720182
right nasal cavity,anatomy,11,Right nasal cavity,0.9993615340485722
underlying parenchyma,anatomy,11,Nonparenchymatous organ,0.747065174625214
left paramedian pons,anatomy,11,Pons,0.7343014301550566
both middle ear cavities,anatomy,11,Left middle ear,0.8192346988873013
inferior bifrontal,anatomy,11,Inferior frontal gyrus,0.6986994912761214
cerebellopontine angles,anatomy,11,Posterior cerebellar incisure,0.7191412031759128
left seventh nerve,anatomy,11,Neural network of left temporal bone,0.609117717795602
inferior left mastoid,anatomy,11,Left mastoid process,0.8973947373762031
floor of the anterior cranial fossa,anatomy,11,Infratemporal fossa,0.6964288751752566
right of midline,anatomy,11,Midline region of external nose,0.5684591255569936
malleus,anatomy,11,Malleus,0.9989842555461924
bony cover,anatomy,11,Skull,0.6371440930320605
left operculum,anatomy,11,Left lingual gyrus,0.6979428057585465
posterior aspect of the left frontal lobe,anatomy,11,Posterior part of left superior frontal gyrus,0.8756019541846113
posterior horns,anatomy,11,Right lesser horn,0.6290386172544014
eye globes,anatomy,11,Eyeball,0.9578339899860527
anterior right lateral ventricle,anatomy,11,Right lateral ventricle,0.9162543339773452
right occipital parietal,anatomy,11,Right occipital pole,0.8252014860867508
bones sinuses,anatomy,11,Paranasal sinus,0.7613059789981327
lateral wall of the left orbit,anatomy,11,Medial wall of left orbit,0.8950553518352746
alveolar ridge,anatomy,11,Alveolar part of maxilla,0.8546451231950392
posterior ethmoid sinus,anatomy,11,Posterior ethmoidal sinus,0.985421941664016
medial left orbital,anatomy,11,Medial wall of left orbit,0.8612845661522959
right lateral temporal lobe,anatomy,11,Right temporal lobe,0.9372342818826089
right frontal parietal convexity,anatomy,11,Right side of frontal bone,0.7467346567011864
high right parietal scalp,anatomy,11,Right parietal zone of scalp,0.8122506591033425
adjacent bone,anatomy,11,Irregular bone,0.8200047091855182
right parieto-occipital lobe,anatomy,11,Right occipital lobe,0.8868458307055463
right inferior cerebellar hemisphere,anatomy,11,Right hemisphere of cerebellum,0.8948053707751942
c1 level,anatomy,11,Deep cervical vein,0.41068880408060826
bilateral caudate head,anatomy,11,Cerebral aqueduct,0.5321981822451438
high parietal lobes,anatomy,11,Parietal lobe,0.7617135747656943
left sub insular,anatomy,11,Left insula,0.6853755022584572
trabecular architecture,anatomy,11,Stroma of iris,0.595976627371251
frontoparietal lobes,anatomy,11,Frontal lobe,0.8500848694097939
bilateral deep gray matter nuclei,anatomy,10,Nucleus of brain,0.6605979862254046
screws,anatomy,10,Suture,0.5270638618635944
shunt,anatomy,10,Anatomical conduit space,0.5671538103920987
soft tissue scalp,anatomy,10,Superficial fascia of scalp,0.8382124116306338
left optic globe,anatomy,10,Left eyeball,0.894939065128937
high right parietal bone,anatomy,10,Right parietal bone,0.8853027386531986
left parietal subcortical white matter,anatomy,10,White matter of left superior parietal lobule,0.8160563548986131
right-sided mastoid air cells,anatomy,10,Mastoid air cell of right temporal bone,0.9251387574136843
right anterior parietal lobe,anatomy,10,Right parietal lobe,0.918653215002815
anterior left sphenoid sinus,anatomy,10,Left sphenoidal sinus,0.903345285879033
left parietal area,anatomy,10,Left parietal part of head,0.8474359863735659
underlying globe,anatomy,10,Eyeball,0.7870621672716288
glabella,anatomy,10,Glabella,0.995525597451062
right temporal occipital region,anatomy,10,Right temporal part of head,0.8498068599669201
cerebellar region,anatomy,10,Cerebellum,0.9117317365980213
left external ear canal,anatomy,10,Left external ear,0.8619987412001643
medial right orbit,anatomy,10,Medial wall of right orbit,0.8857925255357426
left parietal calvarial,anatomy,10,Left parietal bone,0.8448247262358444
anterior right frontal region,anatomy,10,Right frontal pole,0.8239029530408458
facial soft tissues,anatomy,10,Superficial fascia of face,0.7859531411336812
ethmoid sinus air cell,anatomy,10,Left anterior ethmoidal cell,0.7995727729826841
body habitus,anatomy,10,Fat body,0.600193502919624
tonsils,anatomy,10,Palatine tonsil,0.9514666111805853
right frontoethmoidal recess,anatomy,10,Right frontal sinus,0.7339731468832523
both orbits,anatomy,10,Right orbital cavity,0.7649590638774322
right caudate lobe,anatomy,10,Right limbic lobe,0.7520841608334187
regional sulci,anatomy,10,Central sulcus,0.8384174243969736
anterior left temporal,anatomy,10,Left temporal fossa,0.8550115393154525
gray and white compartments,anatomy,10,Reticular formation,0.6455595309581457
white compartments,anatomy,10,Mucosa of malleus,0.6945706447056785
superior convexity,anatomy,10,Angle of mouth,0.5939070179575651
paranasal mastoid sinuses,anatomy,10,Mastoid antrum,0.8282336962391565
posterior right mca distribution,anatomy,10,Posteromedial central branch of right posterior cerebral artery,0.6250024228809767
deep white matter structures,anatomy,10,White matter of neuraxis,0.8847621273366668
intraconal contents,anatomy,10,Organ cavity,0.47344768763818157
left posterior insula,anatomy,10,Left insula,0.9584722541425109
optic globes,anatomy,10,Eyeball,0.823477638267698
parieto-occipital regions,anatomy,10,Occipital part of head,0.7527173459088041
underlying right frontal bone,anatomy,10,Right side of frontal bone,0.9338782106730147
lateral ventricular system,anatomy,10,Lateral ventricle,0.8934766010114608
visualized left maxillary antrum,anatomy,10,Left maxillary sinus,0.7783017753477075
right anterior cranial fossa,anatomy,10,Right infratemporal fossa,0.8065922097518
right lateral cerebellum,anatomy,10,Right hemisphere of cerebellum,0.8997884582852932
underlying sulci,anatomy,10,Central sulcus,0.8613177753262568
right anterior insula,anatomy,10,Right insula,0.9540306295245021
posterior ring of c1,anatomy,10,Posterior commissure,0.5441170370460913
right sub insular,anatomy,10,Right insular artery,0.6966517686649003
right lateral ventricle frontal horn,anatomy,10,Frontal horn of right lateral ventricle,0.9483415658880519
upper left cerebellum,anatomy,10,Left hemisphere of cerebellum,0.8719747613743012
deep hemispheric white matter,anatomy,10,Segment of white matter of neuraxis,0.814930106455207
right maxillary sinus wall,anatomy,10,Right maxillary sinus,0.8117498314550039
left anterior corona radiata,anatomy,10,Major arterial circle of iris,0.5866782665474115
watershed distribution,anatomy,10,Zone of continuity,0.5787536796822706
right putaminal,anatomy,10,Right substantia nigra,0.697090321232023
caudate nucleus head,anatomy,10,Sublentiform nucleus,0.6726690531843583
medial right parietal lobe,anatomy,10,Right parietal lobe,0.8828070269272963
right calvarial,anatomy,10,Calvarium,0.7628664939887444
right parietal-occipital region,anatomy,10,Right occipital lobe,0.8109288872788591
small bowel,anatomy,10,Smooth muscle layer,0.4383333643808356
right frontal sulci,anatomy,10,Right superior frontal sulcus,0.9350778303337202
right posterior parietal bone,anatomy,10,Right parietal bone,0.9578468627165249
thoracic spine,anatomy,10,Axial skeletal system,0.5636498367237028
left suboccipital scalp,anatomy,10,Left occipital zone of scalp,0.8906176515323448
right paramedian pons,anatomy,10,Right side of brainstem,0.7658436370753778
posterior left mastoid air cells,anatomy,10,Mastoid air cell of left temporal bone,0.8732889376705054
cerebral falx,anatomy,10,Falx cerebri,0.8955765352085183
left frontal sulci,anatomy,10,Left superior frontal sulcus,0.9204832000230975
periventricular matter,anatomy,10,Neural tissue of brain,0.7123896913142727
c6-c7 level,anatomy,10,Craniocervical region,0.5959401914147312
mastoid processes,anatomy,10,Mastoid part of petrous part of temporal bone,0.8796180954618457
scalp vertex,anatomy,10,Scalp,0.8860785116834443
right precentral gyrus,anatomy,10,Right precentral gyrus,0.9968509970869716
anterior aspect of the right lateral ventricle,anatomy,10,Right lateral ventricle,0.8380245439773188
right lateral orbit,anatomy,10,Right orbital cavity,0.8475215844066799
anterior aspect of the right maxillary sinus,anatomy,10,Right maxillary sinus,0.8641368173315533
intraorbital contents,anatomy,10,Orbital content,0.6285877999428543
posterior horn,anatomy,10,Right lesser horn,0.6554233192962562
visualized scalp soft tissues,anatomy,10,Scalp,0.7481765986539131
thecal sac,anatomy,10,Serous sac,0.6777054586621045
mandibular,anatomy,10,Mandible,0.9471126816557947
basil cisterns,anatomy,10,Chiasmatic cistern,0.6804763753659069
anterior limb of the internal capsules,anatomy,10,Capsule of anterior lens,0.6926771511473412
both frontal regions,anatomy,10,Frontal part of head,0.7991378099051109
right frontal convexities,anatomy,10,Right side of frontal bone,0.7970099992654343
skin surface,anatomy,10,Segment of skin,0.7649262600190424
cerebral vasculature,anatomy,10,Vasculature of brain,0.9570607238165247
lateral thalamus,anatomy,10,Left thalamus,0.8371458945056027
external canal,anatomy,10,Anatomical orifice,0.6823091127479577
--optic nerves,anatomy,10,Optic nerve,0.9722977969841471
--extraocular muscles,anatomy,10,Extra-ocular muscle,0.9365711656084679
cavernous icas,anatomy,10,Cavernous artery,0.6517660825024744
anterior aspect of the right middle cranial fossa,anatomy,10,Right infratemporal fossa,0.7320387400769831
anterior aspect of the left lateral ventricle,anatomy,10,Left lateral ventricle,0.8216789375951841
bilateral frontal sinus,anatomy,10,Left frontal sinus,0.882663526766554
sellar region,anatomy,10,Sella turcica,0.7643738747413682
right cerebral cortex,anatomy,10,Cortex of right cerebral hemisphere,0.9236780808080762
midline frontal region,anatomy,10,Midline region of external nose,0.693926091579147
left m1,anatomy,10,Left masseter,0.6060870279022175
anterior left frontal convexity,anatomy,10,Left frontal pole,0.7164218107068935
left ostiomeatal unit,anatomy,10,Left incus,0.7239917190789769
anterior right ethmoid sinus,anatomy,10,Right ethmoidal sinus,0.9326466045470807
lower mastoid air cells,anatomy,10,Mastoid air cell,0.9037101387412465
cavernous sinus carotids,anatomy,10,Cavernous branch of internal carotid artery,0.7838526802865894
internal carotid vertebral arteries,anatomy,10,Internal carotid artery,0.8809216945541836
blood,anatomy,10,Set of organs,0.3782170362819125
cervical medullary junction,anatomy,10,Cervical branch of vertebral artery,0.6209210776902919
left periatrial white matter,anatomy,10,White matter of left precuneus,0.7409011846660422
right skull,anatomy,10,Skull,0.8144457400741991
right parietal-occipital scalp,anatomy,10,Right occipital zone of scalp,0.9143431826899974
midline occipital scalp,anatomy,10,Occipital part of scalp,0.6891026380315419
left mca vascular territory,anatomy,10,Left mammillary artery,0.6832429535000712
inferior aspect of the left frontal lobe,anatomy,10,Left inferior frontal gyrus,0.8744869785199879
left partition of the sphenoid sinus,anatomy,10,Left sphenoidal sinus,0.9201969149570235
right brain,anatomy,10,Right cerebral hemisphere,0.893088368635263
middle cerebral artery territories,anatomy,10,Zone of middle cerebral artery,0.9442096277547074
suboccipital region,anatomy,10,Craniocervical region,0.748591617633084
orbital roof,anatomy,10,Roof of left orbit,0.8739774372224586
right inferior frontal sinus,anatomy,10,Right frontal sinus,0.9195156606950619
below the left putamen,anatomy,10,Left half of hypothalamus,0.6802272753935685
left sphenoid chamber,anatomy,10,Left sphenoidal sinus,0.8609444609939291
left lateral ventricular,anatomy,10,Left lateral ventricle,0.9448244125215067
major intracranial vessels,anatomy,10,Internal cerebral vein,0.8039088628340485
superior vermian cistern,anatomy,10,Cerebellomedullary cistern,0.813308592389197
intraorbital soft tissue planes,anatomy,10,Peri-orbital region of face,0.6653866115085944
petrous temporal bones,anatomy,10,Temporal bone,0.9011938898147168
central forehead,anatomy,10,Forehead,0.8576989034867388
left skull,anatomy,10,Skull,0.8261903832114343
right lobe of the thalamus,anatomy,10,Right thalamus,0.8997936105625729
cavernous ica segments,anatomy,10,Insular artery,0.6388567353722755
margins,anatomy,10,Zone of continuity,0.6887157066596337
right middle frontal gyrus,anatomy,10,Right middle frontal gyrus,0.996405480172703
inferior aspect of the left maxillary sinus,anatomy,10,Left maxillary sinus,0.7962991656567682
gaze,anatomy,10,Eye,0.6548484535254958
caudate body,anatomy,10,Juxtarestiform body,0.6045652112444658
left ossicles,anatomy,10,Left stapes,0.8650555568149462
left cerebral hemispheres,anatomy,10,Left cerebral hemisphere,0.9616640335562241
orbital apex,anatomy,10,Orbital cavity,0.7362707247669931
left gyrus rectus,anatomy,10,Left straight gyrus,0.8524546822570042
c2-c3,anatomy,10,Cervical branch of vertebral artery,0.5461626124486438
sphenoid wing,anatomy,10,Greater wing of sphenoid,0.9182083923143799
posterior-superior nasopharynx,anatomy,10,Nasopharynx,0.7451985496179836
left frontoparietal vertex,anatomy,10,Left frontal pole,0.6368187275486228
holo hemispheric,anatomy,10,Segment of forebrain,0.5904597671297506
mesial temporal lobes,anatomy,10,Temporal lobe,0.8488632159662767
bilateral temporal lobes,anatomy,10,Left temporal lobe,0.9012354224427795
bilateral sphenoid,anatomy,10,Sphenoid bone,0.815953078132608
left anterior,anatomy,10,Left anterior lens,0.6261746699447124
foramen of monroe,anatomy,10,Transverse sinus,0.6704961763993453
