Entity,IRI
Left infratemporal fossa,fma.fma0329341
Left buccal fat pad,fma.fma59801
Short circumferential branch of right posterior cerebral artery,fma.fma50662
Parietal vein,fma.fma51103
Occipital lobe sulcus,fma.fma0327490
Tail of helix,fma.fma61028
Subdivision of external nose,fma.fma46489
Lateral palpebral raphe,fma.fma63967
Subdural space of occipital region,fma.fma0327147
Left inferior nasal concha,fma.fma54738
Infratemporal fossa,fma.fma75308
Occipital horn of lateral ventricle,fma.fma83700
Posterior segment of left paracentral lobule,fma.fma273520
Zone of ramus of mandible,fma.fma59469
Medial crus of right major alar cartilage,fma.fma59570
Parietal branch of left middle meningeal artery,fma.fma49728
Inferior frontal gyrus,fma.fma61860
Distal tendon of occipitalis,fma.fma319508
Vasculature of left inferior nasal concha,fma.fma259885
Right lateral wall of nasopharynx,fma.fma54910
Set of minor salivary glands,fma.fma71612
White matter of gyrus of occipital lobe,fma.fma270913
Lens,fma.fma58241
Vasculature of occipital bone,fma.fma235076
Pneumatized bone,fma.fma7478
Occipital branch of right occipital artery,fma.fma49606
Set of eyeballs,fma.fma264089
Hair of eyebrow,fma.fma322514
Branch of descending palatine artery,fma.fma49794
Vasculature of periosteum of right palatine bone,fma.fma315489
Thymic vein,fma.fma4747
Left pontine artery,fma.fma50562
Left side of face,fma.fma54547
Left frontomarginal gyrus,fma.fma274508
Skin of left eyelid,fma.fma52916
Tendon of superficial part of masseter,fma.fma318814
Lateral lacuna,fma.fma51224
Neuronal component of medulla oblongata,fma.fma268562
Segment of midbrain tegmentum,fma.fma62399
Posterior hypothalamic region,fma.fma62029
Parotid tributary of left pterygoid plexus,fma.fma50968
Brodmann area 25 of right middle frontal gyrus,fma.fma271377
Maxillary alveolar mucosa proper,fma.fma313974
Left maxillary sinus chamber,fma.fma0327806
Intraocular part of central retinal vein,fma.fma51895
Longitudinal sulcus of left insula,fma.fma275411
Right first upper premolar tooth bony socket,fma.fma269646
Lateral process of malleus,fma.fma52770
Artery of precentral sulcus,fma.fma50479
Right lacrimal caruncle,fma.fma78433
Vasculature of region of neuraxis,fma.fma281115
Chiasmatic branch of left posterior communicating artery,fma.fma50413
Left temporal lobe,fma.fma72972
Mammary tributary of internal thoracic vein,fma.fma73214
Procerus,fma.fma46769
Wall of organ,fma.fma82482
Thoracodorsal vein,fma.fma71213
Right side of head,fma.fma322165
Lateral pericuneate nucleus,fma.fma72604
Muscular branch of right vertebral artery,fma.fma50540
Mucosa of oral segment of hard palate,fma.fma289677
Posterior process of septal nasal cartilage,fma.fma59580
Pericardial tributary of accessory hemiazygos vein,fma.fma14391
Basal part of petrous part proper of right temporal bone,fma.fma56005
Oral part of tongue,fma.fma54644
Trunk of tracheal vein,fma.fma66700
Lacrimal process of right inferior nasal concha,fma.fma54747
Articular disk of right temporomandibular joint,fma.fma57060
Right inferior alveolar artery,fma.fma49696
Dorsal median sulcus of neuraxis,fma.fma0327266
Metencephalon part of dura mater,fma.fma266182
FIber mass of posterior lens,fma.fma280313
Cranial epidural space,fma.fma71228
Orbital part of left lacrimal gland,fma.fma59389
Cartilage of external ear,fma.fma61339
Gray matter of left substantia nigra,fma.fma271163
Body of right zygomatic bone,fma.fma289663
Medulla segment of dura mater,fma.fma266188
Right superior cerebellar artery,fma.fma50574
Trunk of left masseteric vein,fma.fma78185
Vasculature of endosteum of left nasal bone,fma.fma315463
Medial ligament of right temporomandibular joint,fma.fma57075
Bony part of parietal bone,fma.fma235062
Right pharyngeal vein,fma.fma50846
Trunk of right ninth anterior intercostal vein,fma.fma78155
Lateral branch of inferior hypophyseal artery,fma.fma49856
Belly of right procerus,fma.fma314489
Right lateral occipital sulcus,fma.fma275437
Neural network of right inferior nasal concha,fma.fma314933
Interstitial nucleus of medial longitudinal fasciculus,fma.fma72432
Postlaminar part of intra-ocular part of right optic nerve,fma.fma58720
Belly of helicis minor,fma.fma320015
Periosteum of nasal bone,fma.fma236783
Left submental vein,fma.fma50927
Hair of nose,fma.fma53670
Proximal tendon of right frontalis,fma.fma319492
Occipital pole,fma.fma74892
Neural network of left nasal bone,fma.fma314903
Pinna,fma.fma56580
Anterior region of mental part of base of mandible,fma.fma320565
Precentral fissure of cerebellum,fma.fma83731
Third part of maxillary artery,fma.fma49681
Head region of right masseter,fma.fma319273
Muscle body of right superior tarsal muscle,fma.fma318626
Posterior chamber of left eyeball,fma.fma58084
Compartment of head,fma.fma58895
Right eighth anterior intercostal vein,fma.fma4774
Adnexa of right eye,fma.fma321944
White matter of right superior parietal lobule,fma.fma271047
Anterior part of left sphenoidal concha,fma.fma54924
Right inferior conjunctival fornix,fma.fma59019
Tentorium cerebelli,fma.fma83966
Pterygomeningeal artery,fma.fma49736
Trunk of left anterior jugular vein,fma.fma66754
Medullary cavity of hyoid bone,fma.fma315257
Neural network of subdivision of mouth,fma.fma270137
Pterygoid branch of left maxillary artery,fma.fma49753
Branch of medial branch of superior cerebellar artery to middle cerebellum,fma.fma50699
Vasculature of endosteum of right inferior nasal concha,fma.fma315507
Mastoid part proper of petrous part of left temporal bone,fma.fma56087
Right superior cerebellar vein,fma.fma52452
Sublingual vein,fma.fma50836
Left inferior labial artery,fma.fma49569
Labyrinthine artery,fma.fma50548
Superior superficial cerebral vein,fma.fma50978
Inferior laryngeal vein,fma.fma50800
Right stapes,fma.fma74048
Branch of transverse facial artery,fma.fma77973
Gray matter of left anterior transverse temporal gyrus,fma.fma270574
Cavity of eyeball,fma.fma58246
Left inferior frontal gyrus,fma.fma72658
Posterior chamber of eyeball,fma.fma58080
White matter of right cuneus,fma.fma271071
Left transverse orbital sulcus,fma.fma275379
Vein of left cochlear window,fma.fma78246
Wall of inner part of external acoustic tube,fma.fma61330
Mucosa of left palatopharyngeal arch,fma.fma60036
Sphenoidal sinus,fma.fma54683
Set of eyelids,fma.fma75178
Osseocartilaginous segment of right pharyngotympanic tube,fma.fma285213
Endosteum of left lacrimal bone,fma.fma315003
Polar part of left lateral occipital gyrus,fma.fma274253
Region of upper lip,fma.fma286125
Proximal tendon of procerus,fma.fma319536
Left ethmoidal labyrinth,fma.fma57467
Left middle meningeal artery,fma.fma49713
Inferior superficial cerebral vein,fma.fma50986
Branch of anterior choroidal artery to retrolentiform limb of internal capsule,fma.fma50120
Nucleus raphe obscurus,fma.fma72585
Right frontal sinus,fma.fma57418
Wall of anterior segment of left eyeball,fma.fma58764
Superficial fascia of right auricular part of head,fma.fma86603
Branch of auricular branch of posterior auricular artery,fma.fma79393
Insular artery,fma.fma50434
Left mylohyoid artery,fma.fma49704
Trunk of tributary of internal jugular vein,fma.fma14322
Maxillary process of right palatine bone,fma.fma59150
Right tensor tympani,fma.fma49031
Alveolodental segment 31,fma.fma289793
Eyeball,fma.fma12513
Right posterior lacrimal crest,fma.fma57610
Right posterior deep temporal artery,fma.fma49749
Prefrontal cortex,fma.fma224850
Right petrosquamous sinus,fma.fma51295
Polar part of lateral occipital gyrus,fma.fma274249
Bony part of left maxilla,fma.fma259763
Posterior branch of posterior spinal artery,fma.fma76268
Vasculature of endosteum of mandible,fma.fma315483
Brodmann area 4 of right middle frontal gyrus,fma.fma271899
Skeletal muscle tissue of masseter,fma.fma261824
Lumen of bony part of left pharyngotympanic tube,fma.fma60087
Trunk of left lateral occipital artery,fma.fma86135
Bone of skull bone,fma.fma284641
Cartilaginous part of pharyngotympanic tube,fma.fma60058
Posterior deep temporal artery,fma.fma49746
Right maxillary sinus chamber,fma.fma0327805
Right transverse sinus,fma.fma50764
Muscle body of left levator palpebrae superioris,fma.fma318622
Zone of cartilage of external ear,fma.fma61196
Left dorsolateral sulcus of medulla oblongata,fma.fma275481
Left occipital diploic vein,fma.fma52114
Wall of right temporal fossa,fma.fma314553
Crus of helix,fma.fma61024
Left tragus,fma.fma61000
Muscle body of right orbicularis oculi,fma.fma320382
Mucosa of region of larynx,fma.fma85382
Branch of right medial superior cerebellar artery to middle cerebellum,fma.fma50702
Left uvular muscle,fma.fma46735
Neural tissue of cerebellum,fma.fma268535
Cavity of right side of internal nose,fma.fma59729
Left cuneus,fma.fma72680
Trunk of right vertebral vein,fma.fma66703
Head of left nasalis,fma.fma320088
Pharyngotympanic part of temporal bone,fma.fma285203
Anteromedial central branch of precommunicating part of anterior cerebral artery,fma.fma50322
Skin of right external ear,fma.fma24776
Lateral occipital sulcus,fma.fma83785
Right anterior transverse collateral sulcus,fma.fma275534
Network of trabecular spaces in bone tissue of right nasal bone,fma.fma259411
Sphenomandibular ligament,fma.fma57077
Zygomatic process of temporal bone,fma.fma52886
Trunk of lingual vein,fma.fma66681
Frontal zone of longitudinal fissure,fma.fma284462
Trunk of left eleventh anterior intercostal vein,fma.fma78152
Anterior part of floor of mouth,fma.fma224218
Inferior segment of lingual gyrus,fma.fma274613
Lateral palpebral commissure,fma.fma59315
Left buccal artery,fma.fma49756
Posteromedial branch of callosomarginal artery,fma.fma50334
Hypothalamic branch of left posterior communicating artery,fma.fma50429
Primary dentition,fma.fma75151
Internal auditory vein,fma.fma52386
Left conjunctival sac,fma.fma59015
Temporal vein,fma.fma51302
Trunk of chiasmatic branch of posterior communicating artery,fma.fma76167
Infra-orbital artery,fma.fma49767
Left nasal sill,fma.fma313011
Left internal carotid artery,fma.fma4062
Trunk of artery of tuber cinereum,fma.fma76170
Vasculature of right temporal bone,fma.fma314975
Juxtarestiform body,fma.fma72613
Philtral part of orbicularis oris,fma.fma304680
Zone of palpebral part of orbicularis oculi,fma.fma59417
Left middle cerebral artery,fma.fma50083
Sublingual gland,fma.fma59791
Inner part of external acoustic tube,fma.fma61307
Frontal branch of middle meningeal artery,fma.fma49716
Distal tendon of transverse part of nasalis,fma.fma319570
Greater palatine artery,fma.fma49795
Mucosa of oral part of palate,fma.fma313947
Gray matter of occipital segment of right fusiform gyrus,fma.fma274664
Lateral pes lemniscus,fma.fma72459
Inferior anastomotic vein,fma.fma51239
Brodmann area 46 of right middle frontal gyrus,fma.fma271571
Thalamoperforating artery,fma.fma50624
Tensor veli palatini branch of left ascending palatine artery,fma.fma79239
Posterior branch of right posterior spinal artery,fma.fma86052
Cerebral peduncle,fma.fma62394
Neurocranium,fma.fma53672
Lacrimal part of orbicularis oculi,fma.fma46788
Zone of internal jugular vein,fma.fma80477
Intraocular part of right central retinal vein,fma.fma51899
Gray matter of left inferior occipital gyrus,fma.fma273139
Callosomarginal artery,fma.fma50330
Anterior median fissure of medulla oblongata,fma.fma83734
Dorsal part of lateral occipital gyrus,fma.fma274237
Branch of left anterior inferior cerebellar artery to pons,fma.fma50553
Superior ligament of left incus,fma.fma60890
Belly of auricularis posterior,fma.fma320003
Insular part of middle cerebral artery,fma.fma50368
Vasculature of left cheek,fma.fma74750
Osseocartilaginous segment of left pharyngotympanic tube,fma.fma285215
Superior frontal gyrus,fma.fma61857
Endosteum of vomer,fma.fma315017
Trunk of vein of left pterygoid canal,fma.fma78194
Content of superior mediastinum,fma.fma79274
Trunk of right angular vein,fma.fma316902
Brodmann area 9 of right medial frontal gyrus,fma.fma273448
Squamous part of temporal bone,fma.fma52883
Lumbar cistern,fma.fma83720
Parotid branch of posterior auricular artery,fma.fma49647
Bony part of temporal bone,fma.fma314619
Posterior cerebellomedullary cistern,fma.fma83721
Left fifth anterior intercostal vein,fma.fma4791
Trunk of tenth anterior intercostal vein,fma.fma78149
Superior anastomotic vein,fma.fma51238
Occipital bone,fma.fma52735
Portion of neural tissue,fma.fma9642
Subdivision of cavity of neuraxis,fma.fma242681
Orbital part of inferior frontal gyrus,fma.fma61982
Neural network of right lacrimal bone,fma.fma314927
Maxillary process of left palatine bone,fma.fma59151
White matter of left parietal lobe,fma.fma256192
Trunk of superior labial vein,fma.fma77961
Epidermis of upper lip,fma.fma304588
Tentorial marginal branch of left internal carotid artery,fma.fma70536
Mastoid part of head,fma.fma61709
Set of cerebellar fissures,fma.fma77789
Trunk of tympanic vein,fma.fma78201
Orbital part of right lacrimal gland,fma.fma59388
Intracingulate sulcus,fma.fma83790
Neural network of tongue,fma.fma260156
Medial palpebral commissure,fma.fma59316
Skin of pinna of right ear,fma.fma61317
Cartilaginous part proper of right pharyngotympanic tube,fma.fma285305
Maxillary dentition,fma.fma269582
Posterosuperior part of right nasal cavity,fma.fma59682
Lateral ligament of right temporomandibular joint,fma.fma57072
Trunk of anterior spinal artery,fma.fma302117
Superior temporal sulcus,fma.fma83783
Wall of lacrimal duct,fma.fma85375
Region of pia mater,fma.fma71242
Lacrimal sac,fma.fma20289
Right supramastoid crest,fma.fma54957
Orbicularis oculi,fma.fma46779
Periosteum of left palatine bone,fma.fma259846
Left internal ear,fma.fma61021
Right temporoparietalis,fma.fma46763
